,S0,S1,S2,S3,S4,S5,S6
872,0,0,0,5,4,25,56
873,0,0,0,6,8,31,57
874,0,1,3,7,13,26,39
875,0,1,3,7,11,25,45
876,0,0,1,4,0,15,37
877,0,1,3,7,10,1,60
878,0,0,0,0,10,31,5
879,0,0,2,5,10,2,15
880,0,0,0,1,12,22,33
881,0,0,2,5,14,9,21
882,0,0,2,3,9,22,0
883,0,0,0,6,2,1,58
884,0,0,0,4,5,29,29
885,0,1,3,7,11,21,12
886,0,0,2,0,7,30,25
887,0,0,1,3,12,20,35
888,0,1,3,7,4,25,39
889,0,1,3,7,4,22,9
890,0,0,0,3,0,22,57
891,0,0,0,1,8,8,18
892,0,1,3,7,2,3,35
893,0,0,2,6,9,27,21
894,0,0,2,5,13,14,14
895,0,1,3,7,12,0,15
896,0,0,1,4,14,6,57
897,0,1,3,7,7,25,56
898,0,1,3,7,5,3,38
899,0,0,1,3,8,22,51
900,0,0,1,5,8,3,31
901,0,1,3,7,12,17,2
902,0,0,1,5,7,14,36
903,0,1,3,7,11,26,29
904,0,1,3,7,10,22,55
905,0,0,1,2,6,9,44
906,0,1,3,7,2,22,54
907,0,0,2,4,5,19,26
908,0,0,2,6,10,25,59
909,0,0,1,1,3,6,28
910,0,0,1,6,2,20,27
911,0,0,0,6,14,22,36
912,0,0,1,1,6,2,18
913,0,1,3,7,9,9,57
914,0,0,1,3,7,12,58
915,0,0,2,5,12,22,32
916,0,0,2,2,7,28,17
917,0,0,2,2,6,27,15
918,0,0,0,4,9,31,47
919,0,1,3,7,7,20,20
920,0,0,1,5,2,21,10
921,0,0,0,2,15,28,57
922,0,0,2,5,15,18,19
923,0,1,3,7,11,24,10
924,0,1,3,7,0,23,31
925,0,1,3,7,0,16,48
926,0,0,1,0,3,12,8
927,0,0,1,0,9,7,21
928,0,1,3,7,6,20,58
929,0,0,0,0,3,2,56
930,0,0,2,3,13,0,53
931,0,0,0,1,15,5,33
932,0,0,2,2,0,15,9
933,0,0,0,6,14,3,13
934,0,0,0,4,15,7,30
935,0,1,3,7,9,12,14
936,0,0,2,6,8,8,21
937,0,0,0,0,9,29,46
938,0,1,3,7,5,28,11
939,0,0,2,4,7,18,1
940,0,0,2,0,2,26,46
941,0,1,3,7,4,6,63
942,0,0,0,1,10,6,4
943,0,0,2,1,13,11,22
944,0,1,3,7,4,26,54
945,0,0,0,6,11,18,7
946,0,0,0,6,15,16,2
947,0,0,0,3,5,4,4
948,0,0,1,0,1,8,17
949,0,1,3,7,3,19,17
950,0,1,3,7,6,23,59
951,0,1,3,7,15,8,27
952,0,0,1,2,3,3,57
953,0,0,0,3,8,0,56
954,0,0,0,2,4,16,12
955,0,1,3,7,7,27,37
956,0,0,1,4,2,24,3
957,0,1,3,7,1,16,37
958,0,0,2,3,6,30,58
959,0,0,0,5,14,2,38
960,0,0,1,1,15,22,27
961,0,0,0,5,7,9,37
962,0,0,1,2,0,2,0
963,0,0,1,1,4,13,33
964,0,1,3,7,13,28,54
965,0,0,0,2,4,13,57
966,0,1,3,7,11,13,15
967,0,0,2,1,4,12,21
968,0,0,2,5,14,29,17
969,0,1,3,7,0,31,7
970,0,1,3,7,14,24,62
971,0,0,0,6,1,13,20
972,0,1,3,7,5,1,27
973,0,0,2,4,5,16,15
974,0,0,2,6,3,10,45
975,0,0,0,3,8,5,4
976,0,1,3,7,7,10,60
977,0,0,0,3,5,18,1
978,0,0,0,5,11,31,25
979,0,1,3,7,3,6,1
980,0,0,0,6,1,8,9
981,0,0,2,0,0,2,38
982,0,0,0,1,4,24,17
983,0,0,1,0,2,30,36
984,0,1,3,7,14,21,22
985,0,0,0,6,6,25,36
986,0,1,3,7,0,26,37
987,0,1,3,7,5,22,62
988,0,0,2,1,7,30,16
989,0,0,1,4,8,23,7
990,0,1,3,7,0,1,60
991,0,0,2,3,10,31,23
992,0,1,3,7,7,18,55
993,0,1,3,7,15,1,49
994,0,0,1,6,0,26,29
995,0,0,2,2,9,31,31
996,0,0,2,5,11,12,34
997,0,1,3,7,12,28,32
998,0,0,1,3,11,7,36
999,0,1,3,7,12,7,22
1000,0,1,3,7,2,18,13
1001,0,0,0,1,8,9,36
1002,0,0,1,6,2,29,60
1003,0,0,2,3,9,22,49
1004,0,0,1,3,9,20,19
1005,0,1,3,7,12,18,18
1006,0,0,0,4,2,19,1
1007,0,1,3,7,1,4,36
1008,0,1,3,7,13,17,1
1009,0,1,3,7,1,9,14
1010,0,0,1,0,10,20,36
1011,0,0,0,0,6,19,33
1012,0,0,0,6,3,22,21
1013,0,0,1,6,5,7,40
1014,0,0,2,4,0,2,48
1015,0,1,3,7,1,21,19
1016,0,1,3,7,0,12,5
1017,0,1,3,7,14,22,42
1018,0,1,3,7,4,21,60
1019,0,0,0,5,2,0,33
1020,0,1,3,7,3,19,59
1021,0,1,3,7,11,23,48
1022,0,0,0,4,14,1,40
1023,0,0,0,0,2,14,21
1024,0,0,0,4,4,26,31
1025,0,0,2,1,0,23,39
1026,0,1,3,7,14,21,6
1027,0,1,3,7,1,5,55
1028,0,0,0,1,7,17,33
1029,0,1,3,7,11,13,28
1030,0,0,2,2,3,11,21
1031,0,0,0,0,9,17,7
1032,0,1,3,7,7,26,10
1033,0,0,0,1,0,18,31
1034,0,0,1,3,5,18,26
1035,0,1,3,7,13,31,43
1036,0,0,2,1,1,11,10
1037,0,0,0,1,3,17,39
1038,0,1,3,7,10,18,28
1039,0,1,3,7,14,16,15
1040,0,0,0,4,2,18,17
1041,0,0,1,1,11,27,42
1042,0,0,0,4,2,11,45
1043,0,1,3,7,12,26,22
1044,0,0,1,3,11,11,41
1045,0,0,0,2,13,15,13
1046,0,0,2,6,5,19,40
1047,0,0,0,6,14,16,39
1048,0,0,1,0,3,11,57
1049,0,0,1,3,11,7,55
1050,0,1,3,7,7,8,20
1051,0,1,3,7,9,26,56
1052,0,1,3,7,2,6,30
1053,0,0,2,1,3,3,63
1054,0,0,0,5,2,11,51
1055,0,0,0,1,15,13,16
1056,0,0,0,0,10,31,6
1057,0,1,3,7,12,1,55
1058,0,1,3,7,7,9,10
1059,0,0,2,4,13,17,41
1060,0,0,1,3,5,13,50
1061,0,1,3,7,7,9,59
1062,0,1,3,7,7,12,8
1063,0,0,2,4,9,27,45
1064,0,1,3,7,12,31,10
1065,0,0,1,3,11,12,44
1066,0,0,0,4,8,9,54
1067,0,1,3,7,6,21,16
1068,0,0,2,5,2,4,58
1069,0,0,2,3,1,2,15
1070,0,0,0,5,14,12,22
1071,0,0,2,1,13,2,30
1072,0,0,0,3,10,1,29
1073,0,0,2,0,4,14,43
1074,0,1,3,7,0,26,0
1075,0,0,2,1,13,12,4
1076,0,0,0,5,9,1,12
1077,0,0,1,0,7,30,0
1078,0,1,3,7,3,1,57
1079,0,1,3,7,7,10,19
1080,0,0,0,5,3,15,48
1081,0,0,1,4,14,15,9
1082,0,0,2,4,3,31,31
1083,0,0,1,3,9,18,28
1084,0,0,1,1,11,5,28
1085,0,0,2,6,14,24,13
1086,0,0,0,6,2,2,6
1087,0,1,3,7,10,17,28
1088,0,1,3,7,11,9,1
1089,0,1,3,7,8,19,23
1090,0,0,1,6,8,27,45
1091,0,0,2,4,14,0,16
1092,0,0,1,2,3,25,12
1093,0,0,1,0,13,1,52
1094,0,0,0,4,1,8,54
1095,0,1,3,7,15,0,20
1096,0,1,3,7,6,11,59
1097,0,0,1,0,11,24,36
1098,0,0,0,3,11,3,29
1099,0,1,3,7,4,19,50
1100,0,0,1,0,7,18,61
1101,0,0,2,4,13,1,27
1102,0,0,2,3,15,22,13
1103,0,0,2,5,2,29,35
1104,0,1,3,7,15,21,7
1105,0,0,1,1,1,2,40
1106,0,0,0,4,15,29,57
1107,0,0,0,5,5,25,56
1108,0,0,1,1,4,18,44
1109,0,1,3,7,15,0,32
1110,0,0,1,6,6,29,15
1111,0,0,1,5,8,14,22
1112,0,1,3,7,15,29,24
1113,0,0,2,2,1,30,41
1114,0,1,3,7,4,16,16
1115,0,1,3,7,6,11,28
1116,0,0,2,0,13,17,5
1117,0,1,3,7,14,11,6
1118,0,1,3,7,15,9,46
1119,0,0,1,5,6,19,13
1120,0,1,3,7,8,0,24
1121,0,0,2,2,15,23,7
1122,0,0,0,2,5,12,37
1123,0,0,2,6,1,8,60
1124,0,1,3,7,14,22,48
1125,0,0,1,2,14,8,43
1126,0,0,0,0,12,30,62
1127,0,0,0,3,14,28,47
1128,0,1,3,7,14,11,5
1129,0,1,3,7,11,1,31
1130,0,1,3,7,8,0,42
1131,0,0,2,6,8,19,63
1132,0,0,2,1,1,26,5
1133,0,0,0,5,11,30,17
1134,0,0,2,5,7,28,45
1135,0,0,1,1,1,29,54
1136,0,1,3,7,9,7,54
1137,0,1,3,7,13,8,39
1138,0,0,0,2,12,16,35
1139,0,1,3,7,9,30,63
1140,0,1,3,7,6,25,28
1141,0,0,1,0,6,11,23
1142,0,0,1,6,5,11,52
1143,0,0,0,3,15,26,39
1144,0,0,0,1,13,1,43
1145,0,0,2,5,5,11,56
1146,0,1,3,7,13,15,58
1147,0,0,2,2,11,26,9
1148,0,1,3,7,11,6,16
1149,0,1,3,7,7,22,45
1150,0,0,0,5,3,22,20
1151,0,0,1,1,1,30,10
1152,0,0,2,2,10,8,41
1153,0,0,2,4,12,1,16
1154,0,0,2,1,12,3,29
1155,0,0,0,1,8,2,63
1156,0,0,0,3,11,3,31
1157,0,0,1,1,8,11,28
1158,0,1,3,7,6,5,56
1159,0,0,0,5,2,21,57
1160,0,0,1,0,7,9,15
1161,0,1,3,7,15,25,12
1162,0,1,3,7,14,14,39
1163,0,1,3,7,13,20,38
1164,0,1,3,7,13,5,29
1165,0,0,2,4,3,24,40
1166,0,1,3,7,10,31,49
1167,0,0,0,2,4,19,35
1168,0,1,3,7,2,11,19
1169,0,1,3,7,12,16,59
1170,0,0,1,4,11,2,23
1171,0,0,1,3,6,0,59
1172,0,0,1,1,2,28,17
1173,0,0,2,6,0,9,27
1174,0,0,0,0,8,29,17
1175,0,1,3,7,14,30,23
1176,0,0,0,6,9,30,34
1177,0,1,3,7,7,6,26
1178,0,0,0,3,15,20,17
1179,0,0,2,5,11,11,12
1180,0,1,3,7,0,28,47
1181,0,0,2,5,9,10,19
1182,0,0,1,3,13,7,2
1183,0,0,2,3,7,28,53
1184,0,0,1,0,0,14,22
1185,0,0,2,3,12,30,33
1186,0,0,1,4,3,19,47
1187,0,0,0,3,14,6,59
1188,0,0,0,5,4,1,63
1189,0,0,1,3,10,3,19
1190,0,1,3,7,6,27,9
1191,0,0,2,0,6,1,33
1192,0,1,3,7,10,8,15
1193,0,0,0,1,0,23,58
1194,0,0,0,0,14,3,47
1195,0,0,2,2,0,17,13
1196,0,1,3,7,11,29,46
1197,0,0,0,1,9,17,4
1198,0,1,3,7,8,4,49
1199,0,0,1,0,10,10,52
1200,0,0,2,3,2,31,50
1201,0,1,3,7,6,26,17
1202,0,0,1,2,3,5,29
1203,0,1,3,7,10,16,34
1204,0,1,3,7,13,21,41
1205,0,1,3,7,6,8,48
1206,0,0,2,0,1,10,63
1207,0,0,2,1,9,15,0
1208,0,0,1,1,3,9,0
1209,0,1,3,7,6,10,63
1210,0,0,0,3,9,18,38
1211,0,1,3,7,9,28,9
1212,0,0,1,5,1,8,13
1213,0,0,1,0,11,6,59
1214,0,0,0,2,14,21,41
1215,0,1,3,7,3,17,60
1216,0,1,3,7,8,23,62
1217,0,0,1,3,0,7,41
1218,0,0,2,3,11,18,13
1219,0,0,1,0,15,18,11
1220,0,0,1,0,13,14,62
1221,0,0,1,6,10,28,7
1222,0,1,3,7,2,25,17
1223,0,1,3,7,0,2,25
1224,0,1,3,7,2,1,51
1225,0,0,0,0,5,11,63
1226,0,0,0,1,2,1,0
1227,0,1,3,7,9,20,15
1228,0,0,1,3,12,8,34
1229,0,1,3,7,4,25,63
1230,0,0,1,1,8,4,54
1231,0,0,2,5,10,15,23
1232,0,0,1,5,6,31,59
1233,0,0,0,1,13,1,34
1234,0,1,3,7,12,24,28
1235,0,0,2,5,8,15,25
1236,0,0,0,5,9,2,7
1237,0,0,2,5,2,15,14
1238,0,0,2,4,9,20,40
1239,0,0,2,4,0,14,25
1240,0,0,2,2,12,10,47
1241,0,0,0,6,0,12,43
1242,0,1,3,7,7,15,58
1243,0,0,1,3,5,4,59
1244,0,0,0,6,10,18,30
1245,0,0,0,0,14,0,30
1246,0,0,2,2,8,15,63
1247,0,1,3,7,9,6,22
1248,0,0,0,3,7,16,51
1249,0,0,1,4,4,1,15
1250,0,0,1,4,15,11,37
1251,0,0,0,5,8,18,59
1252,0,0,1,1,2,12,22
1253,0,0,2,3,15,18,24
1254,0,0,2,2,5,8,5
1255,0,1,3,7,2,7,63
1256,0,0,1,2,8,8,33
1257,0,1,3,7,0,5,26
1258,0,0,1,3,3,19,30
1259,0,0,2,3,1,6,10
1260,0,1,3,7,9,27,56
1261,0,1,3,7,1,4,38
1262,0,1,3,7,5,24,18
1263,0,0,0,4,1,25,53
1264,0,1,3,7,10,29,21
1265,0,0,1,2,8,0,45
1266,0,0,0,2,13,1,20
1267,0,0,0,6,12,26,62
1268,0,1,3,7,11,30,44
1269,0,0,1,3,4,29,15
1270,0,0,2,5,3,15,15
1271,0,0,0,5,3,24,38
1272,0,0,0,4,8,3,57
1273,0,1,3,7,5,28,43
1274,0,0,1,0,5,26,33
1275,0,1,3,7,2,17,53
1276,0,1,3,7,10,18,1
1277,0,1,3,7,5,16,55
1278,0,0,0,4,11,2,58
1279,0,0,0,4,7,3,49
1280,0,0,2,5,4,21,50
1281,0,0,2,0,2,12,24
1282,0,0,1,5,10,24,40
1283,0,0,0,0,3,9,12
1284,0,0,2,0,6,15,18
1285,0,0,0,3,1,0,27
1286,0,1,3,7,3,26,44
1287,0,0,1,6,12,13,1
1288,0,0,2,0,9,12,28
1289,0,1,3,7,2,4,57
1290,0,0,0,0,7,12,50
1291,0,0,2,4,6,21,23
1292,0,0,2,2,9,28,62
1293,0,1,3,7,1,2,46
1294,0,0,1,2,14,21,15
1295,0,1,3,7,12,18,35
1296,0,1,3,7,5,9,0
1297,0,0,0,1,8,12,53
1298,0,1,3,7,0,21,34
1299,0,0,1,3,14,23,22
1300,0,0,2,1,4,28,39
1301,0,1,3,7,10,11,31
1302,0,1,3,7,5,30,58
1303,0,0,0,0,4,5,43
1304,0,0,2,6,3,23,62
1305,0,0,2,0,14,5,5
1306,0,0,2,4,9,1,22
1307,0,0,1,0,12,4,38
1308,0,0,2,1,5,28,27
1309,0,0,1,2,8,27,45
1310,0,0,1,0,0,16,9
1311,0,1,3,7,0,16,57
1312,0,1,3,7,14,24,29
1313,0,0,1,2,15,9,0
1314,0,0,1,5,8,17,9
1315,0,0,2,0,6,22,17
1316,0,0,1,1,12,2,1
1317,0,0,0,0,13,8,22
1318,0,0,2,5,10,11,23
1319,0,0,0,4,13,4,63
1320,0,0,1,1,2,1,31
1321,0,1,3,7,14,22,9
1322,0,0,2,1,7,8,30
1323,0,1,3,7,13,30,48
1324,0,1,3,7,4,2,32
1325,0,0,2,6,10,29,31
1326,0,1,3,7,14,19,7
1327,0,0,2,2,15,2,58
1328,0,0,0,1,0,13,31
1329,0,1,3,7,13,30,41
1330,0,0,1,0,10,15,39
1331,0,0,0,3,0,16,39
1332,0,1,3,7,6,3,61
1333,0,1,3,7,7,30,44
1334,0,0,1,5,5,26,27
1335,0,0,2,4,14,3,32
1336,0,1,3,7,9,4,31
1337,0,0,0,2,8,29,35
1338,0,0,1,3,8,8,24
1339,0,1,3,7,9,10,62
1340,0,1,3,7,0,1,16
1341,0,0,2,6,13,8,42
1342,0,0,2,2,1,19,24
1343,0,0,2,2,8,29,58
1344,0,0,1,3,5,10,30
1345,0,0,1,6,0,0,9
1346,0,1,3,7,9,28,42
1347,0,0,0,5,14,7,58
1348,0,0,1,0,12,25,8
1349,0,0,0,2,2,15,2
1350,0,0,1,3,3,2,1
1351,0,0,2,0,3,14,2
1352,0,1,3,7,4,5,35
1353,0,0,1,5,10,11,37
1354,0,0,0,1,0,24,24
1355,0,0,0,1,6,1,14
1356,0,0,1,4,9,4,40
1357,0,0,0,3,4,4,37
1358,0,0,2,5,15,9,46
1359,0,0,0,4,14,8,28
1360,0,1,3,7,2,2,8
1361,0,0,0,5,14,30,60
1362,0,1,3,7,0,28,23
1363,0,0,2,0,0,8,48
1364,0,1,3,7,6,5,50
1365,0,0,0,5,3,31,4
1366,0,0,1,2,4,2,35
1367,0,0,2,4,3,20,35
1368,0,0,2,3,11,17,33
1369,0,0,2,3,11,24,22
1370,0,1,3,7,10,20,17
1371,0,1,3,7,10,14,20
1372,0,0,0,5,1,21,30
1373,0,0,0,6,15,19,1
1374,0,0,1,2,11,17,22
1375,0,0,0,5,9,2,61
1376,0,1,3,7,10,20,9
1377,0,0,1,5,3,17,0
1378,0,0,1,2,9,14,23
1379,0,0,0,0,13,16,17
1380,0,0,2,2,14,12,42
1381,0,1,3,7,1,17,50
1382,0,1,3,7,6,10,47
1383,0,0,0,4,7,26,37
1384,0,0,2,0,9,0,57
1385,0,1,3,7,1,7,1
1386,0,0,0,2,12,18,59
1387,0,0,0,5,14,30,3
1388,0,1,3,7,4,5,36
1389,0,1,3,7,4,29,38
1390,0,1,3,7,2,21,18
1391,0,1,3,7,8,0,43
1392,0,1,3,7,9,26,23
1393,0,0,2,3,9,6,31
1394,0,1,3,7,15,21,38
1395,0,0,1,4,14,9,59
1396,0,1,3,7,5,25,21
1397,0,0,1,6,13,1,40
1398,0,0,1,0,1,5,54
1399,0,1,3,7,9,27,23
1400,0,0,2,3,14,20,22
1401,0,0,2,6,7,18,23
1402,0,0,1,5,14,15,25
1403,0,0,0,3,6,2,25
1404,0,0,0,2,13,30,2
1405,0,0,1,4,3,17,21
1406,0,1,3,7,11,14,37
1407,0,1,3,7,15,31,25
1408,0,1,3,7,0,6,44
1409,0,0,2,0,1,1,47
1410,0,1,3,7,12,22,45
1411,0,1,3,7,15,10,41
1412,0,0,0,4,0,13,52
1413,0,1,3,7,15,25,6
1414,0,1,3,7,9,24,12
1415,0,0,1,6,14,9,51
1416,0,0,2,3,12,22,56
1417,0,0,2,5,0,16,50
1418,0,0,1,3,14,25,54
1419,0,0,2,3,1,19,8
1420,0,0,2,4,4,7,54
1421,0,1,3,7,1,12,7
1422,0,0,1,4,0,10,28
1423,0,1,3,7,9,3,8
1424,0,0,0,0,3,27,41
1425,0,0,2,4,6,6,5
1426,0,1,3,7,3,2,29
1427,0,0,1,3,1,28,51
1428,0,0,0,3,15,14,37
1429,0,1,3,7,14,4,16
1430,0,1,3,7,8,31,37
1431,0,1,3,7,6,0,16
1432,0,1,3,7,11,1,22
1433,0,0,2,0,5,9,49
1434,0,1,3,7,9,11,19
1435,0,0,2,4,15,30,37
1436,0,0,0,3,11,13,8
1437,0,0,2,6,15,7,7
1438,0,0,1,4,7,30,63
1439,0,0,1,5,3,27,8
1440,0,1,3,7,3,30,49
1441,0,0,2,0,3,21,2
1442,0,0,2,1,14,22,35
1443,0,0,0,3,5,27,32
1444,0,0,1,0,11,31,59
1445,0,0,0,4,7,5,47
1446,0,0,2,0,6,6,32
1447,0,0,0,3,2,1,14
1448,0,0,1,6,4,28,40
1449,0,1,3,7,6,19,33
1450,0,1,3,7,6,10,10
1451,0,1,3,7,11,12,34
1452,0,1,3,7,11,8,24
1453,0,0,0,1,3,17,10
1454,0,0,2,3,1,11,7
1455,0,0,2,5,0,0,1
1456,0,0,2,3,9,4,47
1457,0,0,0,5,8,17,14
1458,0,1,3,7,10,10,44
1459,0,1,3,7,3,15,1
1460,0,0,0,4,10,2,9
1461,0,0,2,2,3,19,16
1462,0,0,2,4,9,12,61
1463,0,0,2,3,1,1,3
1464,0,1,3,7,15,29,16
1465,0,1,3,7,15,17,59
1466,0,1,3,7,6,27,30
1467,0,1,3,7,7,2,7
1468,0,0,1,2,14,7,39
1469,0,1,3,7,0,21,63
1470,0,1,3,7,12,30,43
1471,0,0,2,0,4,7,56
1472,0,1,3,7,8,9,3
1473,0,0,2,0,3,1,8
1474,0,1,3,7,11,10,62
1475,0,0,1,0,6,19,29
1476,0,0,0,3,8,31,7
1477,0,1,3,7,11,6,27
1478,0,0,0,4,5,8,61
1479,0,0,0,4,0,23,35
1480,0,0,0,6,4,30,39
1481,0,1,3,7,3,23,16
1482,0,0,1,2,4,27,13
1483,0,0,1,0,2,21,55
1484,0,1,3,7,9,13,62
1485,0,0,1,5,2,1,43
1486,0,1,3,7,6,8,62
1487,0,1,3,7,9,4,34
1488,0,0,2,4,2,10,26
1489,0,1,3,7,10,31,32
1490,0,0,1,3,3,2,22
1491,0,1,3,7,3,21,21
1492,0,1,3,7,14,9,7
1493,0,1,3,7,4,4,34
1494,0,0,1,5,10,27,31
1495,0,0,2,0,4,26,38
1496,0,1,3,7,1,1,16
1497,0,1,3,7,7,26,50
1498,0,0,0,4,8,4,25
1499,0,1,3,7,6,11,26
1500,0,0,1,1,6,28,12
1501,0,1,3,7,1,8,44
1502,0,1,3,7,4,15,18
1503,0,0,1,6,2,23,36
1504,0,1,3,7,11,20,14
1505,0,0,0,2,13,1,46
1506,0,0,1,0,9,19,32
1507,0,0,2,2,6,24,59
1508,0,0,1,4,13,1,62
1509,0,1,3,7,9,7,10
1510,0,0,1,2,8,20,54
1511,0,0,0,2,6,15,18
1512,0,1,3,7,4,8,0
1513,0,0,0,3,7,17,8
1514,0,0,1,5,0,13,36
1515,0,1,3,7,0,18,4
1516,0,1,3,7,6,26,38
1517,0,1,3,7,3,5,26
1518,0,0,0,4,0,6,38
1519,0,0,2,4,5,29,0
1520,0,1,3,7,5,25,61
1521,0,0,1,1,15,20,48
1522,0,0,1,2,7,16,21
1523,0,1,3,7,7,9,20
1524,0,0,2,4,13,0,14
1525,0,0,0,2,13,21,58
1526,0,1,3,7,12,3,43
1527,0,0,1,6,5,29,29
1528,0,0,0,6,9,12,2
1529,0,1,3,7,6,21,47
1530,0,1,3,7,10,3,39
1531,0,1,3,7,1,18,34
1532,0,0,0,3,4,23,4
1533,0,0,2,0,5,4,26
1534,0,1,3,7,3,17,57
1535,0,0,0,4,12,5,22
1536,0,0,2,1,2,7,58
1537,0,1,3,7,3,27,47
1538,0,1,3,7,1,28,28
1539,0,0,1,4,6,13,41
1540,0,0,1,5,3,26,45
1541,0,0,0,1,4,17,61
1542,0,0,1,0,6,2,44
1543,0,0,0,5,11,9,57
1544,0,0,0,6,8,23,12
1545,0,0,2,1,4,15,38
1546,0,1,3,7,10,7,37
1547,0,1,3,7,15,3,15
1548,0,0,1,3,15,7,24
1549,0,0,2,4,11,31,4
1550,0,0,0,4,4,8,34
1551,0,0,0,6,9,21,53
1552,0,0,1,1,13,26,52
1553,0,0,1,1,9,11,62
1554,0,0,2,5,14,2,52
1555,0,0,0,6,6,16,46
1556,0,0,1,5,6,27,1
1557,0,1,3,7,0,3,33
1558,0,1,3,7,15,2,61
1559,0,1,3,7,12,5,32
1560,0,0,1,5,12,29,43
1561,0,0,1,1,7,21,57
1562,0,0,2,5,8,12,61
1563,0,0,0,3,13,14,44
1564,0,1,3,7,2,15,54
1565,0,1,3,7,12,31,0
1566,0,0,1,3,6,12,3
1567,0,0,2,4,7,13,48
1568,0,0,1,2,14,8,1
1569,0,0,2,5,9,8,55
1570,0,0,2,2,6,1,2
1571,0,0,1,0,5,7,36
1572,0,1,3,7,3,23,42
1573,0,0,2,3,13,25,53
1574,0,0,0,1,1,14,44
1575,0,0,2,1,3,30,11
1576,0,1,3,7,13,28,30
1577,0,0,0,4,13,9,19
1578,0,0,2,2,0,6,3
1579,0,0,0,5,7,13,2
1580,0,1,3,7,2,22,15
1581,0,0,2,5,13,5,17
1582,0,0,0,6,14,14,3
1583,0,0,0,2,9,8,30
1584,0,0,0,2,15,19,40
1585,0,0,2,5,6,9,33
1586,0,1,3,7,9,6,46
1587,0,1,3,7,9,29,20
1588,0,0,2,1,6,26,27
1589,0,0,0,3,8,17,17
1590,0,0,1,4,11,31,55
1591,0,0,0,0,3,29,31
1592,0,0,0,4,1,28,8
1593,0,0,1,4,3,24,43
1594,0,1,3,7,13,16,30
1595,0,0,0,6,1,6,6
1596,0,0,0,1,0,7,11
1597,0,0,1,6,4,1,38
1598,0,1,3,7,10,4,36
1599,0,0,2,1,13,29,10
1600,0,0,2,3,9,14,21
1601,0,0,1,3,7,21,4
1602,0,0,2,2,13,11,2
1603,0,1,3,7,3,20,15
1604,0,1,3,7,12,13,31
1605,0,1,3,7,15,3,31
1606,0,1,3,7,8,25,60
1607,0,0,1,2,11,12,41
1608,0,1,3,7,11,12,32
1609,0,0,2,4,11,11,45
1610,0,0,2,3,14,26,54
1611,0,0,1,0,12,19,44
1612,0,0,1,0,12,5,43
1613,0,0,1,3,10,31,57
1614,0,0,1,5,0,7,3
1615,0,1,3,7,6,5,1
1616,0,0,1,6,11,21,62
1617,0,0,2,4,11,23,0
1618,0,0,0,1,1,29,40
1619,0,0,0,0,2,27,58
1620,0,0,2,1,11,22,29
1621,0,0,0,4,6,24,51
1622,0,0,1,5,0,16,13
1623,0,1,3,7,9,2,27
1624,0,0,2,2,6,10,25
1625,0,0,2,3,7,5,56
1626,0,1,3,7,3,23,33
1627,0,0,1,4,12,20,12
1628,0,0,0,1,5,10,24
1629,0,0,1,6,1,27,12
1630,0,0,2,0,1,9,50
1631,0,1,3,7,13,11,60
1632,0,0,1,5,1,31,17
1633,0,0,1,1,2,2,39
1634,0,0,2,1,8,22,49
1635,0,0,0,1,12,21,14
1636,0,0,1,5,13,12,28
1637,0,1,3,7,8,3,5
1638,0,0,0,6,9,13,20
1639,0,0,1,2,2,19,53
1640,0,0,2,5,5,13,25
1641,0,0,0,4,2,0,32
1642,0,0,0,0,3,31,54
1643,0,1,3,7,7,26,16
1644,0,1,3,7,9,17,21
1645,0,0,0,1,13,27,27
1646,0,1,3,7,5,22,3
1647,0,0,0,4,6,7,47
1648,0,1,3,7,13,9,4
1649,0,0,2,0,5,12,43
1650,0,1,3,7,2,13,1
1651,0,0,2,6,0,22,47
1652,0,0,0,4,13,13,51
1653,0,0,1,3,13,13,42
1654,0,0,1,6,3,16,50
1655,0,0,0,0,6,2,35
1656,0,1,3,7,5,7,38
1657,0,1,3,7,4,20,31
1658,0,0,2,0,3,9,24
1659,0,0,0,2,11,20,3
1660,0,0,0,4,0,10,41
1661,0,1,3,7,12,4,9
1662,0,0,2,0,4,6,54
1663,0,1,3,7,13,3,40
1664,0,0,1,2,2,26,25
1665,0,0,0,5,10,17,34
1666,0,0,1,2,14,3,49
1667,0,0,2,3,12,28,37
1668,0,0,2,0,13,21,33
1669,0,1,3,7,1,25,36
1670,0,0,2,2,15,2,32
1671,0,0,0,6,2,20,31
1672,0,1,3,7,6,10,58
1673,0,0,1,6,5,16,43
1674,0,0,2,4,2,3,23
1675,0,0,2,3,9,6,59
1676,0,1,3,7,1,0,29
1677,0,1,3,7,3,6,24
1678,0,0,2,5,8,31,38
1679,0,0,2,4,14,18,26
1680,0,0,0,1,8,23,14
1681,0,0,1,2,14,19,12
1682,0,0,2,1,6,11,34
1683,0,0,1,3,1,27,48
1684,0,0,2,2,0,14,15
1685,0,0,0,2,12,10,29
1686,0,1,3,7,4,11,23
1687,0,0,2,5,14,18,17
1688,0,1,3,7,5,18,35
1689,0,1,3,7,5,4,47
1690,0,0,1,1,2,28,47
1691,0,0,0,6,15,15,23
1692,0,0,0,4,1,27,33
1693,0,0,0,5,12,21,57
1694,0,0,1,3,14,7,44
1695,0,0,2,0,15,9,42
1696,0,1,3,7,6,25,5
1697,0,0,2,3,15,27,23
1698,0,1,3,7,0,24,43
1699,0,0,0,2,4,15,58
1700,0,1,3,7,7,25,33
